Company Name,Company ID,Country,Contract ID,Previous Contract ID,Contract Start,Contract End,Subscription Tier,Price of Subscription
"Gonzalez, Benton and Thompson",C066,Uruguay,7b82cf13-0561-4eed-95a2-5ab7ed4b53c8,,2021-06-13 13:01:20.783976,2022-09-12 13:01:20.783976,Tier 3,3000
Morgan-Woods,C067,Iceland,41380bae-7c64-4058-9347-4c3ffb6973c7,,2022-02-04 13:01:20.783976,2024-04-14 13:01:20.783976,Tier 2,1000
Morgan-Woods,C067,Iceland,d64cc2b0-3bca-43cc-916e-34aa74fccdfc,41380bae-7c64-4058-9347-4c3ffb6973c7,2021-11-15 13:01:20.783976,2024-08-07 13:01:20.783976,Tier 1,500
Morgan-Woods,C067,Iceland,9cec8d3a-6f2b-4cde-b2e2-5e7960c1b244,d64cc2b0-3bca-43cc-916e-34aa74fccdfc,2024-05-09 13:01:20.783976,2026-12-18 13:01:20.783976,Tier 1,500
Hebert-Green,C068,Solomon Islands,46443c4f-e000-45ec-8dca-e7dcd604c85b,,2024-05-11 13:01:20.783976,2025-10-14 13:01:20.783976,Tier 3,3000
Hebert-Green,C068,Solomon Islands,940d7c8a-55ef-4249-b8cc-4a9bf6e9c190,46443c4f-e000-45ec-8dca-e7dcd604c85b,2020-05-21 13:01:20.783976,2022-08-09 13:01:20.783976,Tier 1,1000
Perez LLC,C069,Botswana,61236293-bcf2-4ac9-bde1-be9b0231bacb,,2024-05-08 13:01:20.783976,2026-12-14 13:01:20.783976,Tier 3,1500
Robbins-Flores,C070,United States Minor Outlying Islands,c2a2a566-888c-4d2c-9651-b32aede1585f,,2024-06-18 13:01:20.783976,2026-11-29 13:01:20.783976,Tier 2,4000
Robbins-Flores,C070,United States Minor Outlying Islands,cb650ea1-ad15-4318-999e-fe158c89c5f0,c2a2a566-888c-4d2c-9651-b32aede1585f,2021-08-22 13:01:20.783976,2022-09-30 13:01:20.783976,Tier 1,500
Robbins-Flores,C070,United States Minor Outlying Islands,bcd9e370-e534-47db-805f-51714a57d338,cb650ea1-ad15-4318-999e-fe158c89c5f0,2024-08-25 13:01:20.783976,2027-08-17 13:01:20.783976,Tier 1,500
Miller LLC,C071,Algeria,90f3eabf-c1a7-4832-b479-51118c1e3a12,,2023-04-14 13:01:20.783976,2024-12-08 13:01:20.783976,Tier 2,2000
Miller LLC,C071,Algeria,94d46234-8e82-45f7-9f94-0e1d8e8be34b,90f3eabf-c1a7-4832-b479-51118c1e3a12,2024-05-02 13:01:20.783976,2025-09-06 13:01:20.783976,Tier 3,3000
Olson-Lamb,C072,Bhutan,e210da84-996d-4067-8695-1e0439636baf,,2022-12-11 13:01:20.783976,2025-11-26 13:01:20.783976,Tier 1,2000
"Williams, Perez and Delgado",C073,Congo,6c15bfb5-3920-4d63-82ea-4f84f747f9e5,,2021-07-17 13:01:20.783976,2023-12-17 13:01:20.783976,Tier 2,2000
"Williams, Perez and Delgado",C073,Congo,a1b0b403-8d68-4b4e-9e26-eeaa5112de63,6c15bfb5-3920-4d63-82ea-4f84f747f9e5,2024-10-11 13:01:20.783976,2027-01-12 13:01:20.783976,Tier 1,500
"Williams, Perez and Delgado",C073,Congo,c2ac8506-00ab-4035-a057-a025ad51e2df,a1b0b403-8d68-4b4e-9e26-eeaa5112de63,2023-06-07 13:01:20.783976,2025-05-13 13:01:20.783976,Tier 1,1000
"Mathews, Patterson and Rodriguez",C074,Northern Mariana Islands,9a5ed449-b5a1-4244-85bb-25dcd78c36f2,,2022-03-29 13:01:20.783976,2024-12-02 13:01:20.783976,Tier 1,2000
"Mathews, Patterson and Rodriguez",C074,Northern Mariana Islands,649d2ebb-bda1-4f09-a2a4-bea41acf2d30,9a5ed449-b5a1-4244-85bb-25dcd78c36f2,2023-10-03 13:01:20.783976,2026-06-20 13:01:20.783976,Tier 1,1000
"Mathews, Patterson and Rodriguez",C074,Northern Mariana Islands,10e4ac52-9b3d-44f3-8070-167ca5977128,649d2ebb-bda1-4f09-a2a4-bea41acf2d30,2020-05-11 13:01:20.783976,2023-03-19 13:01:20.783976,Tier 2,4000
"Morgan, Stewart and Golden",C075,Tuvalu,399a6bd5-1834-4205-ad1e-79c095b509a1,,2022-09-22 13:01:20.783976,2025-03-20 13:01:20.783976,Tier 2,4000
Hernandez-Hall,C076,Netherlands Antilles,ca18da41-4b6b-43f1-b55e-add090edc822,,2022-06-30 13:01:20.783976,2024-10-02 13:01:20.783976,Tier 2,4000
Bowman-Mullins,C077,Botswana,3c1bfb5e-7ab4-4522-adaf-6985d05526c1,,2020-09-26 13:01:20.783976,2023-06-14 13:01:20.783976,Tier 1,2000
Bowman-Mullins,C077,Botswana,55613c88-3856-431c-ac8e-1b8b70a1a877,3c1bfb5e-7ab4-4522-adaf-6985d05526c1,2022-12-10 13:01:20.783976,2025-07-02 13:01:20.783976,Tier 1,1000
Bowman-Mullins,C077,Botswana,7eca9e51-3333-4b4c-bb2d-ad112c065891,55613c88-3856-431c-ac8e-1b8b70a1a877,2023-04-12 13:01:20.783976,2026-02-03 13:01:20.783976,Tier 3,6000
Arnold-Vargas,C078,Saint Barthelemy,d7896fa8-be84-43c9-8577-c227a51a092f,,2023-02-15 13:01:20.783976,2024-08-25 13:01:20.783976,Tier 2,1000
Arnold-Vargas,C078,Saint Barthelemy,4351727c-f2d0-4c36-b995-c874ba305c98,d7896fa8-be84-43c9-8577-c227a51a092f,2022-01-27 13:01:20.783976,2024-12-22 13:01:20.783976,Tier 2,2000
Morrison-Estrada,C079,Portugal,201696ee-7aae-419d-8d94-019529d0e78b,,2020-07-10 13:01:20.783976,2023-04-01 13:01:20.783976,Tier 3,1500
Morrison-Estrada,C079,Portugal,1cb078df-07b6-477a-ad6b-8efa3a06aa33,201696ee-7aae-419d-8d94-019529d0e78b,2020-05-09 13:01:20.783976,2022-08-02 13:01:20.783976,Tier 3,1500
Turner Group,C080,Aruba,f47ae018-0fa0-4e8a-aa52-48f2b8a08eb3,,2024-08-28 13:01:20.783976,2027-04-03 13:01:20.783976,Tier 1,1000
Turner Group,C080,Aruba,3a683ad9-a1cd-4e1b-b8e5-8bfe569ddf8e,f47ae018-0fa0-4e8a-aa52-48f2b8a08eb3,2023-03-03 13:01:20.783976,2025-10-07 13:01:20.783976,Tier 3,3000
Burke-May,C081,Jamaica,4e43d4a8-d3d0-4187-8909-2e700a2f0f9f,,2021-09-27 13:01:20.783976,2023-01-17 13:01:20.783976,Tier 2,4000
Burke-May,C081,Jamaica,ea5f5d2b-43fb-47fc-b3d4-c2aa424e6643,4e43d4a8-d3d0-4187-8909-2e700a2f0f9f,2022-10-20 13:01:20.783976,2024-02-09 13:01:20.783976,Tier 1,1000
Burke-May,C081,Jamaica,bec8923c-1473-4af2-8526-c3d0f5a93b21,ea5f5d2b-43fb-47fc-b3d4-c2aa424e6643,2023-11-02 13:01:20.783976,2026-04-30 13:01:20.783976,Tier 3,6000
Shaw Ltd,C082,Japan,ed84e892-2bf9-4a76-ab3b-2a2a9c6e73eb,,2024-10-28 13:01:20.783976,2027-09-07 13:01:20.783976,Tier 2,1000
Shaw Ltd,C082,Japan,8407d6c4-b4c4-4a38-938e-b17842b6db78,ed84e892-2bf9-4a76-ab3b-2a2a9c6e73eb,2022-03-02 13:01:20.783976,2024-12-07 13:01:20.783976,Tier 3,1500
Shaw Ltd,C082,Japan,324e1769-5acc-4e9f-9d77-bfb6a8204b6d,8407d6c4-b4c4-4a38-938e-b17842b6db78,2023-03-01 13:01:20.783976,2024-07-22 13:01:20.783976,Tier 2,2000
"Ramos, Thomas and Jackson",C083,Saint Martin,fb3db485-25ca-402a-9036-532b4adefd9e,,2020-06-01 13:01:20.783976,2022-09-13 13:01:20.783976,Tier 2,2000
"Ramos, Thomas and Jackson",C083,Saint Martin,e1513f7f-c6f6-4d1b-83d8-4ab9bfb708ae,fb3db485-25ca-402a-9036-532b4adefd9e,2022-06-24 13:01:20.783976,2025-02-20 13:01:20.783976,Tier 3,6000
"Ramos, Thomas and Jackson",C083,Saint Martin,33604363-1606-4d89-b3e9-9e64fc45ddaf,e1513f7f-c6f6-4d1b-83d8-4ab9bfb708ae,2023-11-11 13:01:20.783976,2025-06-19 13:01:20.783976,Tier 3,1500
Ramos-White,C084,Russian Federation,0d790cc5-bcb1-4c47-a324-483ace74e904,,2020-07-24 13:01:20.783976,2022-03-23 13:01:20.783976,Tier 3,3000
Sanchez and Sons,C085,Italy,65de946f-0abb-4577-971c-7461148c34f0,,2021-08-25 13:01:20.783976,2024-02-01 13:01:20.783976,Tier 1,1000
"Griffin, Taylor and Page",C086,Burkina Faso,ae634ac4-c785-4c13-92b8-7aeca8fe9b01,,2021-03-28 13:01:20.783976,2022-11-27 13:01:20.783976,Tier 3,1500
"Griffin, Taylor and Page",C086,Burkina Faso,5c3c3493-f97d-4e8a-81cf-dc22d32329fc,ae634ac4-c785-4c13-92b8-7aeca8fe9b01,2021-12-24 13:01:20.783976,2024-09-26 13:01:20.783976,Tier 1,500
Powers Group,C087,Falkland Islands (Malvinas),6d3d981c-ade6-4c58-924d-22318f06d984,,2023-06-05 13:01:20.783976,2025-06-27 13:01:20.783976,Tier 1,500
Sanders Group,C088,Niger,a9ee2a57-3398-40e2-8109-bfd2084e8925,,2024-09-25 13:01:20.783976,2026-12-16 13:01:20.783976,Tier 1,2000
Sanders Group,C088,Niger,cb24c3da-2680-43bb-8344-b8c0ab8875b3,a9ee2a57-3398-40e2-8109-bfd2084e8925,2022-02-27 13:01:20.783976,2024-09-22 13:01:20.783976,Tier 3,6000
Sanders Group,C088,Niger,6dbe25a5-9e5a-4885-996f-618becd40346,cb24c3da-2680-43bb-8344-b8c0ab8875b3,2023-05-08 13:01:20.783976,2025-04-25 13:01:20.783976,Tier 1,2000
Johnson Group,C089,French Southern Territories,0a1c40a8-f027-406d-9af2-abfdd367241c,,2024-03-05 13:01:20.783976,2026-04-19 13:01:20.783976,Tier 3,6000
Johnson Group,C089,French Southern Territories,f7e57e99-c8dc-4f61-afc3-f03a97669f41,0a1c40a8-f027-406d-9af2-abfdd367241c,2020-07-07 13:01:20.783976,2022-01-02 13:01:20.783976,Tier 1,2000
"Smith, Thomas and Anderson",C090,Zimbabwe,fdd6b856-cbc4-4171-8ca1-4611d4ae30d8,,2020-03-17 13:01:20.783976,2021-09-02 13:01:20.783976,Tier 1,500
"Smith, Thomas and Anderson",C090,Zimbabwe,65db83b9-73aa-4022-a955-41ece71b0fe3,fdd6b856-cbc4-4171-8ca1-4611d4ae30d8,2022-04-07 13:01:20.783976,2023-09-30 13:01:20.783976,Tier 1,2000
Dudley-Silva,C091,Malaysia,d1a9bd32-2e50-49ea-abfe-75c572adb9fe,,2023-07-21 13:01:20.783976,2025-01-31 13:01:20.783976,Tier 3,3000
Roberson and Sons,C092,Panama,a40b1374-a7ff-4cb7-ace2-e0c85d447186,,2024-05-08 13:01:20.783976,2025-10-10 13:01:20.783976,Tier 3,1500
Roberson and Sons,C092,Panama,80521baa-be5f-4ec2-a54f-5a3ff7884b3d,a40b1374-a7ff-4cb7-ace2-e0c85d447186,2020-03-26 13:01:20.783976,2021-07-21 13:01:20.783976,Tier 3,1500
Roberson and Sons,C092,Panama,53547266-191f-445a-8049-82ac69b79da8,80521baa-be5f-4ec2-a54f-5a3ff7884b3d,2023-01-27 13:01:20.783976,2024-10-05 13:01:20.783976,Tier 3,1500
"Valdez, Hoffman and Hess",C093,Bulgaria,0f71f6c6-dfd5-494d-b35e-161ba160547f,,2024-05-29 13:01:20.783976,2026-05-15 13:01:20.783976,Tier 1,500
Davies-Robinson,C094,Bouvet Island (Bouvetoya),d4c5cdbf-242c-4438-9ea3-c4dec7d1a289,,2020-01-09 13:01:20.783976,2021-05-04 13:01:20.783976,Tier 2,4000
Davies-Robinson,C094,Bouvet Island (Bouvetoya),28911719-ee1c-4a97-aee1-3bb5d3270ab8,d4c5cdbf-242c-4438-9ea3-c4dec7d1a289,2020-03-22 13:01:20.783976,2022-09-26 13:01:20.783976,Tier 3,6000
Davies-Robinson,C094,Bouvet Island (Bouvetoya),e3875eff-a731-4713-8e1a-3f77785e4884,28911719-ee1c-4a97-aee1-3bb5d3270ab8,2023-06-19 13:01:20.783976,2024-08-01 13:01:20.783976,Tier 1,1000
Smith Ltd,C095,Slovenia,9392c475-3739-4063-8df9-f39df4ff5812,,2023-10-31 13:01:20.783976,2025-05-20 13:01:20.783976,Tier 1,2000
Smith Ltd,C095,Slovenia,0925602a-8b7e-4520-bfa9-3b2441d0f57c,9392c475-3739-4063-8df9-f39df4ff5812,2021-09-05 13:01:20.783976,2023-07-28 13:01:20.783976,Tier 2,2000
Smith Ltd,C095,Slovenia,cef5a04e-e417-4c3d-b626-72ac88cf8ed2,0925602a-8b7e-4520-bfa9-3b2441d0f57c,2023-01-01 13:01:20.783976,2024-12-02 13:01:20.783976,Tier 1,2000
Malone-Blevins,C096,Taiwan,d30c2054-4106-4849-ba53-c72961e4faec,,2021-02-20 13:01:20.783976,2023-04-10 13:01:20.783976,Tier 2,4000
"Jones, Scott and Trevino",C097,El Salvador,64463d76-aff6-4413-a4aa-015cbcc5d5f0,,2021-08-19 13:01:20.783976,2023-05-16 13:01:20.783976,Tier 2,2000
"Jones, Scott and Trevino",C097,El Salvador,fb20c4d6-ec94-4efa-8b0b-f21a16109a21,64463d76-aff6-4413-a4aa-015cbcc5d5f0,2021-09-05 13:01:20.783976,2023-02-13 13:01:20.783976,Tier 2,4000
"Jones, Scott and Trevino",C097,El Salvador,488daa3c-101f-40a4-91a5-31ccf4e03dcf,fb20c4d6-ec94-4efa-8b0b-f21a16109a21,2020-05-16 13:01:20.783976,2021-12-24 13:01:20.783976,Tier 1,2000
Day Inc,C098,Niger,d116d805-94c5-4e74-ac57-a4039c02b9dd,,2021-05-25 13:01:20.783976,2022-09-24 13:01:20.783976,Tier 1,500
Day Inc,C098,Niger,ed200278-bbc0-4130-bcea-778ee37910a1,d116d805-94c5-4e74-ac57-a4039c02b9dd,2024-10-18 13:01:20.783976,2027-06-20 13:01:20.783976,Tier 3,1500
Jimenez-Horne,C099,Botswana,c47d08bd-f023-4a57-ae71-a3c55da557df,,2024-01-29 13:01:20.783976,2026-01-13 13:01:20.783976,Tier 2,2000
Pratt Group,C100,Cocos (Keeling) Islands,b8e31b8c-a794-467c-b170-b50b71efd8cf,,2023-08-26 13:01:20.783976,2025-06-03 13:01:20.783976,Tier 3,3000
Pratt Group,C100,Cocos (Keeling) Islands,7abbb931-a456-4b63-bf28-d4580edd009c,b8e31b8c-a794-467c-b170-b50b71efd8cf,2024-03-20 13:01:20.783976,2025-12-29 13:01:20.783976,Tier 2,2000
Harrington Group,C001,Malawi,7c342aa8-3d72-4dfb-a3cc-ebeebecc8031,f5f35df1-d36d-4209-9275-5083585f6690,2023-10-28 00:00:00.000000,2024-10-27 00:00:00.000000,Tier 3,6000
Harrington Group,C001,Malawi,a6bcc541-bcc8-4667-9685-bc20885d95ce,f5f35df1-d36d-4209-9275-5083585f6690,2024-10-28 00:00:00.000000,2025-10-28 00:00:00.000000,Tier 3,6000
Harrington Group,C001,Malawi,54432e1b-4d82-4f4b-b8da-330982039513,2976e4bb-5453-47b4-bb22-1c75335a8d81,2023-03-11 00:00:00.000000,2024-03-10 00:00:00.000000,Tier 3,6000
Harrington Group,C001,Malawi,eb4bf57e-e7fe-459b-a1c1-00e9b2455109,2976e4bb-5453-47b4-bb22-1c75335a8d81,2024-03-11 00:00:00.000000,2025-03-11 00:00:00.000000,Tier 3,6000
Harrington Group,C001,Malawi,78c89f73-5bf8-46cb-ab2f-b882aada0bc9,f435406d-ad78-407f-bcd9-ece1f62767b9,2023-06-30 00:00:00.000000,2024-06-29 00:00:00.000000,Tier 1,2000
Harrington Group,C001,Malawi,6e1888a6-4752-42b4-adde-396485435a9f,f435406d-ad78-407f-bcd9-ece1f62767b9,2024-06-30 00:00:00.000000,2025-06-30 00:00:00.000000,Tier 1,2000
Ponce PLC,C002,Zambia,eb66c436-bb63-4404-8f6d-12d8ca027582,17e62271-3825-47a3-bf0c-e3577ce462d1,2023-12-12 00:00:00.000000,2024-12-11 00:00:00.000000,Tier 1,2000
Ponce PLC,C002,Zambia,d283bfc8-9f59-4cc4-9699-58ccdcd621a8,17e62271-3825-47a3-bf0c-e3577ce462d1,2024-12-12 00:00:00.000000,2025-12-12 00:00:00.000000,Tier 1,2000
Ponce PLC,C002,Zambia,c7107a8b-2eae-42bd-ae0d-ff2c31818eba,474eb232-bf9b-4c73-bdf3-432bf97fdbf0,2023-05-18 00:00:00.000000,2024-05-17 00:00:00.000000,Tier 3,6000
Ponce PLC,C002,Zambia,51b4b4c1-21c5-4a11-8be5-aa0de582ee16,474eb232-bf9b-4c73-bdf3-432bf97fdbf0,2024-05-18 00:00:00.000000,2025-05-18 00:00:00.000000,Tier 3,6000
Ponce PLC,C002,Zambia,89de931e-f1ad-49cb-9c8a-be1dad54087d,603654ec-46f4-42a4-8520-311ccf962f38,2023-03-27 00:00:00.000000,2024-03-26 00:00:00.000000,Tier 2,4000
Ponce PLC,C002,Zambia,c91e84b1-259c-4c99-9568-9f31a35d9a9e,603654ec-46f4-42a4-8520-311ccf962f38,2024-03-27 00:00:00.000000,2025-03-27 00:00:00.000000,Tier 2,4000
"Fitzgerald, Buchanan and Kelly",C003,Mali,811ab29c-07b0-4527-815c-0182a0a2c4d8,d57057b6-b1a9-47fb-a58e-0b76e7d62ce9,2023-07-11 00:00:00.000000,2024-07-10 00:00:00.000000,Tier 1,1000
"Fitzgerald, Buchanan and Kelly",C003,Mali,74c8b06c-badf-4871-bf17-895de093b3ec,d57057b6-b1a9-47fb-a58e-0b76e7d62ce9,2024-07-11 00:00:00.000000,2025-07-11 00:00:00.000000,Tier 1,1000
Rose and Sons,C004,Cocos (Keeling) Islands,906ef426-33e8-4549-b23e-0e83eb312125,bce72fdb-df64-4a5e-b316-6154cbdc7b11,2023-08-30 00:00:00.000000,2024-08-29 00:00:00.000000,Tier 1,2000
Rose and Sons,C004,Cocos (Keeling) Islands,1154f3f0-945b-44ee-8dd4-0980a8900fb4,bce72fdb-df64-4a5e-b316-6154cbdc7b11,2024-08-30 00:00:00.000000,2025-08-30 00:00:00.000000,Tier 1,2000
Rose and Sons,C004,Cocos (Keeling) Islands,5364fbd6-e548-4b83-bc0f-0edb58cbb325,51cf58f6-0705-44e6-8dcc-ac5ed3773959,2023-11-28 00:00:00.000000,2024-11-27 00:00:00.000000,Tier 3,3000
Rose and Sons,C004,Cocos (Keeling) Islands,7ca5adf2-5ad3-4694-bc6c-5884749b6433,51cf58f6-0705-44e6-8dcc-ac5ed3773959,2024-11-28 00:00:00.000000,2025-11-28 00:00:00.000000,Tier 3,3000
"Roth, Riley and Martinez",C005,Angola,659f9808-d4c1-4928-9068-3dee32930500,c08f175e-de2a-4a83-b465-d092ab22ac1b,2023-09-14 00:00:00.000000,2024-09-13 00:00:00.000000,Tier 3,6000
"Roth, Riley and Martinez",C005,Angola,b48aa065-8fbd-4222-b7af-04c0a80651e9,c08f175e-de2a-4a83-b465-d092ab22ac1b,2024-09-14 00:00:00.000000,2025-09-14 00:00:00.000000,Tier 3,6000
"Roth, Riley and Martinez",C005,Angola,31d49418-44be-43ef-b94d-7d556587dd45,229da96d-9da7-48e6-819d-19e7c476eaf3,2023-02-05 00:00:00.000000,2024-02-05 00:00:00.000000,Tier 2,2000
"Roth, Riley and Martinez",C005,Angola,39e595de-f67a-4843-b11b-9f3c15fbd192,229da96d-9da7-48e6-819d-19e7c476eaf3,2024-02-05 00:00:00.000000,2025-02-04 00:00:00.000000,Tier 2,2000
"Roth, Riley and Martinez",C005,Angola,e0a3fff2-1c70-4d9e-a13e-af1f9004ec75,db83e89f-4332-4e03-bcb4-f1ddaf55f4a7,2024-03-01 00:00:00.000000,2025-03-01 00:00:00.000000,Tier 2,2000
"Roth, Riley and Martinez",C005,Angola,6e037b08-4022-4d59-ab37-dec994b93908,db83e89f-4332-4e03-bcb4-f1ddaf55f4a7,2024-02-29 00:00:00.000000,2025-02-28 00:00:00.000000,Tier 2,2000
Henderson-White,C006,Denmark,a7902e03-0584-4de3-868c-dc491fabfbf0,826cc578-ccab-4283-9569-1042b360df73,2023-06-05 00:00:00.000000,2024-06-04 00:00:00.000000,Tier 1,1000
Henderson-White,C006,Denmark,e7621664-47a6-44b2-a448-10b2ec0a7e34,826cc578-ccab-4283-9569-1042b360df73,2024-06-05 00:00:00.000000,2025-06-05 00:00:00.000000,Tier 1,1000
Henderson-White,C006,Denmark,8471d85f-857b-4c6a-88ed-8d8fcc3422cc,96dc4892-3bc1-461b-bc7b-adaa4ab3b732,2023-07-07 00:00:00.000000,2024-07-06 00:00:00.000000,Tier 3,3000
Henderson-White,C006,Denmark,62e52a9a-eaf6-408e-98a8-ca8ff2f6a519,96dc4892-3bc1-461b-bc7b-adaa4ab3b732,2024-07-07 00:00:00.000000,2025-07-07 00:00:00.000000,Tier 3,3000
Henderson-White,C006,Denmark,45cb0d3f-145e-4a59-a9fa-d84464e15b44,d64fff71-3da4-430b-8b9f-aa0904e5c2e4,2023-07-09 00:00:00.000000,2024-07-08 00:00:00.000000,Tier 1,500
Henderson-White,C006,Denmark,c28ca41f-17b0-41a9-9174-6e9bb8e3e84e,d64fff71-3da4-430b-8b9f-aa0904e5c2e4,2024-07-09 00:00:00.000000,2025-07-09 00:00:00.000000,Tier 1,500
Powell Inc,C007,Slovenia,56765606-c1b7-4d6f-b342-417961b790d9,3ebe1050-421f-4baf-b370-09d4c8343c94,2023-12-25 00:00:00.000000,2024-12-24 00:00:00.000000,Tier 1,2000
Powell Inc,C007,Slovenia,eaa96d74-b515-4665-a1c9-cf5fd7e74a95,3ebe1050-421f-4baf-b370-09d4c8343c94,2024-12-25 00:00:00.000000,2025-12-25 00:00:00.000000,Tier 1,2000
"Lang, Dodson and Hicks",C008,Congo,72188319-f195-431b-bbb7-94aa37c3d895,9300c0aa-eb22-4a76-a1a3-a2714c7efe2a,2023-06-11 00:00:00.000000,2024-06-10 00:00:00.000000,Tier 2,1000
"Lang, Dodson and Hicks",C008,Congo,0087f41c-1007-45c7-b6d6-14c44daf4789,9300c0aa-eb22-4a76-a1a3-a2714c7efe2a,2024-06-11 00:00:00.000000,2025-06-11 00:00:00.000000,Tier 2,1000
"Lang, Dodson and Hicks",C008,Congo,f331da6e-7711-432a-933d-3313415f6cd6,01ca7890-a57f-4fed-8992-5905055cf7ca,2023-01-10 00:00:00.000000,2024-01-10 00:00:00.000000,Tier 2,1000
"Lang, Dodson and Hicks",C008,Congo,9130538e-49bd-459a-bdd9-c107e82f560f,01ca7890-a57f-4fed-8992-5905055cf7ca,2024-01-10 00:00:00.000000,2025-01-09 00:00:00.000000,Tier 2,1000
Lewis PLC,C009,Malta,153de146-ffd1-4999-b201-d3e8068621b9,8a601a70-ff05-4fc1-a5ea-aa82a028a6e7,2023-11-20 00:00:00.000000,2024-11-19 00:00:00.000000,Tier 3,3000
Lewis PLC,C009,Malta,63513c99-84a1-42d6-b215-e7e72ba47b0d,8a601a70-ff05-4fc1-a5ea-aa82a028a6e7,2024-11-20 00:00:00.000000,2025-11-20 00:00:00.000000,Tier 3,3000
Lewis PLC,C009,Malta,cc23ad51-5fa5-48c1-a82f-ed0bd376e4be,97f603da-e5e1-4e45-886f-aa2e1764c915,2023-08-07 00:00:00.000000,2024-08-06 00:00:00.000000,Tier 2,1000
Lewis PLC,C009,Malta,02f0e307-b4c5-48f8-99a9-414386280e30,97f603da-e5e1-4e45-886f-aa2e1764c915,2024-08-07 00:00:00.000000,2025-08-07 00:00:00.000000,Tier 2,1000
Montgomery-Taylor,C010,Montenegro,e2342c1d-1d9d-4620-ae9f-2fca51bb86a5,615fbbcd-2f99-41f8-af29-9a5293bae087,2023-07-16 00:00:00.000000,2024-07-15 00:00:00.000000,Tier 1,1000
Montgomery-Taylor,C010,Montenegro,308627f1-cb54-4720-ab85-626e5047aa2e,615fbbcd-2f99-41f8-af29-9a5293bae087,2024-07-16 00:00:00.000000,2025-07-16 00:00:00.000000,Tier 1,1000
Montgomery-Taylor,C010,Montenegro,40c26cd0-b0a1-483e-9cad-1c2eade92fca,3d109bd9-6607-4a92-93bc-80f11d2b20e2,2023-04-03 00:00:00.000000,2024-04-02 00:00:00.000000,Tier 3,6000
Montgomery-Taylor,C010,Montenegro,818f9ced-4fae-4dcd-adea-0b604e34946e,3d109bd9-6607-4a92-93bc-80f11d2b20e2,2024-04-03 00:00:00.000000,2025-04-03 00:00:00.000000,Tier 3,6000
Montgomery-Taylor,C010,Montenegro,16c4d359-f802-4d3e-89a1-823b0c6834f4,8f5a2bad-2b60-42ab-a9f9-429fc6a0c516,2023-08-13 00:00:00.000000,2024-08-12 00:00:00.000000,Tier 2,1000
Montgomery-Taylor,C010,Montenegro,4f28a9f1-cce5-4a76-b160-05582d274b0e,8f5a2bad-2b60-42ab-a9f9-429fc6a0c516,2024-08-13 00:00:00.000000,2025-08-13 00:00:00.000000,Tier 2,1000
Price-Booker,C011,Taiwan,9f27e928-f494-4408-b5e5-72c0d537ecd4,740d7618-d1c8-4e81-8a47-245218cb3a91,2023-04-15 00:00:00.000000,2024-04-14 00:00:00.000000,Tier 2,4000
Price-Booker,C011,Taiwan,1f060644-6678-447c-82b3-8f87f8c5055d,740d7618-d1c8-4e81-8a47-245218cb3a91,2024-04-15 00:00:00.000000,2025-04-15 00:00:00.000000,Tier 2,4000
Price-Booker,C011,Taiwan,3b9ec208-d0b3-4b06-9d83-816f8a674d78,0e590de8-7355-41a9-90bc-c4b342367922,2023-08-18 00:00:00.000000,2024-08-17 00:00:00.000000,Tier 1,1000
Price-Booker,C011,Taiwan,86f1729a-4ff7-4a7a-83c9-cfd794b27a17,0e590de8-7355-41a9-90bc-c4b342367922,2024-08-18 00:00:00.000000,2025-08-18 00:00:00.000000,Tier 1,1000
Sanchez-Bates,C012,Mali,104c0929-557f-4015-87c3-64073b074847,70cfdd83-8dc9-4504-bae4-16184bc1cafa,2023-05-26 00:00:00.000000,2024-05-25 00:00:00.000000,Tier 2,4000
Sanchez-Bates,C012,Mali,75a22836-5f74-494b-8fd7-72acfae00a74,70cfdd83-8dc9-4504-bae4-16184bc1cafa,2024-05-26 00:00:00.000000,2025-05-26 00:00:00.000000,Tier 2,4000
Sanchez-Bates,C012,Mali,d072c7ca-85df-462d-abab-e876974a5dbb,583aef98-91cf-428b-8028-f53bb0903e91,2023-04-04 00:00:00.000000,2024-04-03 00:00:00.000000,Tier 3,6000
Sanchez-Bates,C012,Mali,ba484cf1-b6f6-48e0-b5b2-fa79f85f2216,583aef98-91cf-428b-8028-f53bb0903e91,2024-04-04 00:00:00.000000,2025-04-04 00:00:00.000000,Tier 3,6000
"Mcmahon, Cabrera and Perez",C013,Oman,c9d50ef1-9533-4945-b989-18ba56afe9db,75a81885-34a2-40b7-a663-7d6f4e234775,2023-04-02 00:00:00.000000,2024-04-01 00:00:00.000000,Tier 3,3000
"Mcmahon, Cabrera and Perez",C013,Oman,ffbf82fd-a7bc-416c-842d-191d6de4b2b8,75a81885-34a2-40b7-a663-7d6f4e234775,2024-04-02 00:00:00.000000,2025-04-02 00:00:00.000000,Tier 3,3000
"Mcmahon, Cabrera and Perez",C013,Oman,4046a891-039d-454b-9719-8e7977bc40e2,425668c8-a339-4e31-bcb8-1052b0876df0,2023-06-19 00:00:00.000000,2024-06-18 00:00:00.000000,Tier 1,500
"Mcmahon, Cabrera and Perez",C013,Oman,690e7774-83bf-4adb-96ee-c52ba67822aa,425668c8-a339-4e31-bcb8-1052b0876df0,2024-06-19 00:00:00.000000,2025-06-19 00:00:00.000000,Tier 1,500
